text_clean,label
I got the flu once and it sucked,-1
I had the flu once and after that iv'e never had it again. I have not had a shot past that and the last time I had the flu shot I got the flu.,-1
Fear monger. Working for big pharma.,-1
I get the flu shot every year and I don’t get sick at all,1
Sellout,0
Dont like aluminum in my body. I increase my vit D Levels. Have done that for years and years,-1
"I keep hearing the same things over and over from different sources but what I have learned in the last year is the flu shot ""can"" decrease your likelihood of getting the flu or having a worse case scenario. The fact is - your body may have the wrong genetic code to respond to it. After getting the vaccine - your body can take 2 weeks to respond. The flu shot may help you. If I could hear a confident statement like ""any flu vaccine taken by anyone in any year will reduce your risk of getting the flu or having a worse case scenario by 50%"" which is not what Dr Mike said. I believe most seniors, most people of high risk probably already get a flu vaccine - BUT every year new strains of flu are shared so vaccines are still a hit and miss (unlike most the vaccines we give our children to wipe out things like tetanus, rubella, polio, TB, etc...). No pharma company is fully invested in improving the flu vaccine UNTIL something like this nasty COVID-19 hits the fan because there is a big win for them (first to market profit and prominence in the industry).",-1
"I haven't had the flu in at least thirty years, why do I need it ?",0
I love you doc.,1
Oh missing school sounds great and the flu shot sucks I have never gotten a flu shot and never gotten the flu,1
Isn't the Flu mediated by Haemagluttinin and Neuraminidase? So in essence the vaccine protects against H conjugating with SA a-2-6 Galactose in the upper respiratory tract?,1
I got five flu shots from my doctor. I am a brave 11 year old.,1
This guy is a POS.,0
i had the flu shot for that past 3 yrs and to be honest it helps alot. i have got a wee bit of the cold after the flu shot but after couple of days i felt better and i only got sore throut and sniffles so i wud insist on ppl gettting it,1
"There is only 3 types of flu in a vaccine shot that are GUESSED upon by the by the Vaccine companies. They hope this is what will come to america in the flu season. The problem is the amount of bad substances included in them! You can look it up on the CDC what is in the vaccines ingredients page and then Wikipedia each one of them to see the damage they cause. I had 2 persons mother and son get dementia in old age, and they were the only ones in the family to get the shot each year. Coincidence!?",-1
Here because i've just took my annual flu shot. i was one of those from the other camp before i got my first one last year. Yeah say all you want about how this is all about profit and it doesn't work etc... i've got my first flu shot last year and for the ENTIRE year i haven't got a flu / cold. The most i've gotten was a scratchy throat with alittle mild runny nose. Coming from someone like me that gets sick every month or when any asshole sneezes beside me... yea this works. I'm sick of getting sick from walking pass an irresponsible idiot who just sneezes anyhow.,-1
"You're claiming 80,000 life lost every year to flu, but if these people having flu jab or vaccination and still dying of flu how could the vaccine be a lifesaver?",-1
"Here's the list of why 'I!!... Should NOT being getting the flu shot, whenever I don't want to. Number 1 : I don't want to. CASE CLOSED. Don't tell me what the hell I should or shouldn't do with my health. Those are my decisions.",-1
What about the aluminum you are injecting into your muscles every year?,-1
I am not getting an unnecessary shot for any reason. Had the flu once in my whole life and I am over 50🤷‍♀️,-1
"Absolutely! Especially for seniors, and especially during the pandemic. This article shares some more helpful information on the need for older adults to receive a flu shot:",-1
"I heard long time ago that there a ""peace"" of cancer cell and I'm been trying to look at the video again, but I also heard that the flue shot help prevent cancer? How do you kill fire? With fire how to you kill cancer? With cancer cells look up why blue whale never get cancer if you dont believe my logic",-1
"The Centers for Disease Control (CDC) claims vaccines are safe and effective. If something is safe to inject, surely it wouldn’t contain neuro-toxins, chemicals, carcinogens, and hazardous waste. Yes, you read that correctly. Thimerosal (mercury) is considered hazardous waste in those syringes and must be disposed of as such. In addition, vaccines are not studied for their long-term effects. There is no cumulative testing and no testing regarding carcinogenic, mutagenic, or potential reproductive effects. The vaccine package inserts actually list the many harmful ingredients and side effects/adverse reactions associated with vaccines. In fact, autism was once listed as a side effect of the combined Diphtheria, Acellular Pertussis (whooping cough), Tetanus (Dtap) vaccine.",-1
Eighty fifth comment requesting for a review on hospital playlist,-1
This one girl on YouTube actually started getting really bad seizures because of a flu shot and I’ve been scared since 😭😭,-1
"I have never taken the flu shot. I have never had the flu. However, my coworkers who take it every year get sick missing weeks of work. NO THANK YOU!",-1
How many people died of flu shot???,-1
How about prevention? You doctors are brain washed by big pharma to give vaccines and prescribe pills to treat the problem instead of finding the root cause.,-1
Do you really need a flu shot? YES,0
No I will not get your vaccine ok and no matter what you say I am never sick so why should I !,-1
I'm curious what you think about these findings,1
This guy is annoying! Idk why! But i can’t stand hearing his voice 😂,-1
"I was given the option to go take the vaccine and didn’t know if I should (haven’t taken it in around 6yrs). I was like, ya know what, I’m checking the DM files. XD I’m on my way to take it. Thanks.",1
Thank you! My kids just got their flu shots and had some questions. Your videos are always helpful for my 10 and 8 year old.,1
"Flu doesn't kill, pneumonia does. Plus if you eat fast food (chicken beef fish) you've had enough antibiotics trust me lol",-1
"I was thinking: it is helpful but no big deal so I wasn't interesting in getting the shot, and figured the elderly can just get the shot so nothing's my fault. But then someone pointed out that kids don't have a say in it, and I could be immune, but passing it onto a toddler or baby with an anti-vaccine mom. That won me over.",-1
There was a control study done in England showing that flu shots make you up to 5x more succeptable to other respiratory infections/ viruses ? Small study but the numbers were very convincing.,1
What are the complications of the flu? What’s the ingredients of the vaccine? What are the symptoms of the vaccine?,-1
"Be interesting to have a new flu vaccine video talking about how it relates to covid. Is it more important to get this year? What types of vaccines are available? What are the side effects? Can it help prevent covid? Can you get the flu and covid at the same time? I believe so, when is the best time to get them? How long do they protect you? How long does it take one to be effective? Will masks help to make a lighter flu season? Will masks help prevent you from getting the flu or simply from spreading it? Questions like these and how they interlace with the current situation. Thank you:) keep doing u",-1
"Im 47 years old now and never have those shot of flu,thanks God my immune system still good...",-1
I was going to take flu shot today night until I see this episode,-1
"Flu shots do not ""make you sick"" you can have very mild side effects from them such as a low grade fever, redness amd warmth at the injection site, but they do not give you the flu.. the virus they use is a dead virus, but the mist they give you in your nose, the virus is live so it can make you feel a little worse.. I have taken them faithfully for the last 20 years and have never gotten ""sick"" from them, chances are, if you do get ill after taking one, you were already on your way to getting sick..",-1
Soooo what’s in a vaccine?,0
In 40 years CDC has been right only twice!!!,0
Why doesn't anyone talk about the study from 11 years ago that showed NSAIDS can make the flu shot less effective? There are so called medical experts who tell patients to take NSAIDS for flu shot side-effects.,1
"I do not need the flu shot, I should know because I cant get the flu shot cause I'm allergic to vaccines. I have more natural alternatives like eating healthy, wash hands, and apply hand sanitizer when you need to. I use those alternatives to stay alive through the season.",1
"Do I need a flu shot? No, I don't. I've been vaccinated ONCE when I was a child and I've had flu ONCE in the past 30 years. People should be strengthening their immune systems, not getting unneeded vaccines.",-1
And this docter mike is why I love your channel,1
0:20 I did this so I can replay it agian and agian,0
I get flu shots every year.,1
As someone with a serious phobia of needles this is a hard to swallow pill. I need to get 2 shots next month (since I'm 13-15) and I'm looking for a way to cope. Any tips?,0
MY FLU SHOT....In A 32 Oz Cup/ Glass...Hot Chicken Broth...ACV...Lemon Juice..3 Smashed Garlic Cloves..RAW Honey...And 100mg Zinc......CONTAINS NO CHEMICALS AND NO SIDE EFFECTS...Thanks....Have A Great Flu Season...,-1
"What i don't get is why i need the flu shot of you've already received the shot, if I am not concerned about catching the flu and you're protected because you got the flu shot... just wondering thanks",-1
I never got a flu shot and have never had the flu. Case closed.,1
No you don’t need them. How about instead of pushing products from a profit based pharmaceutical company why not talk about what steps to take to take care of yourself like take vitamin C everyday and vitamin D or exercise that everyone should do because the majority of people are deficient in vitamins and are looking for the easier way to do everything? Nothing in life that is easy to obtain is never worthy it. How about talk about your body needing trace minerals that you should get from vegetables but you can’t because the ground that should have trace minerals are depleted from over use?,-1
I got my flu shot today! 🙌🏿,-1
"I have the flu and I JUST threw up, it's my first day, Too. Stuffy nose, Sore Throat, Sore everywhere, And I'm not allowed to eat for an entire day. My dad almost puked as he heard me grunting , and coughing while puking lmao",-1
"I was testing my red blood cell count for months because of a gut bleed as part of the blood sugar test diabetics use. The glucose levels were incidental and always fell between 5.0 and 6.0. Two days after I had my flu jab, my blood sugar count jumped to over 8.0 and has remained there, that was over four months ago on March 15. Since then my count has NEVER got below 7.7 with highs now as much as 9.7! I'm now classified as pre-diabetic and ONLY the flu shot can possibly be to blame! It is a criminal act that these drug pushing pharmaceutical companies are getting away with!",-1
"Funny, I literally get the flu once every ten yrs, and I survive....My son is 11 and also gets it once every 4 or 5 yrs and he fights it off really well all his own too....ALL this without the flu shot. You know why?? We dont hide OR sanitize our lives. We have ALLLLLLLLL survived the flu at one point or another. And every time I get it naturally, its actually a little easier to deal with. Looks like Dr Mike is towing the line...which is why I found his vid at the top end of my scrolling, along with all the other news chnls that do the same, like CNN, ABC, NBC, CBS, Etc....Good Boy, Dr Mike, YT is obviously PROUD...Bc there is NOT ONE independent news chnls that don't nec agree. YT HATES fair or balanced promotion",-1
"What is your opinion of my doctor not wanting me to get the flu shot and the measles and German measles vaccine. The vaccines are incubated in eggs. I have a really MAJOR allergy to eggs. I break out in hives, swell up and get rashes. Can you tell me you opinion?",0
My sister in law got Gullain- Barre from a flu shot.,-1
Bellow you can read over-vaccinated on various spectrum disorder our future zombie generation comments. Enjoy it! That is f scary! Please pray for my daughter or NASA that I can send her to live on the Moon. Instead of being surrounded by zombies.,-1
Ultra -Mega-Quasi Spookquack !!!LMAO,1
"Got flu two weeks post partum legit felt so sick and hub said O u just had baby , I said nooooo I’m dying 😵 it is that bad",-1
It's all bullshit that's why it's recommended that you take it anually. Keep you paying and keep you sick that's big pharmas motto. I never felt better since I stopped taking them. Used to get sick as a kid when I had to have them for school. Now I'm no longer in school and haven't been sick at all.,-1
"I really like your english voice and pronounciation, that's it.",1
Hmmm.... Hey there from the future...... It's.....kinda awkward... But ..... Brace Yourselves.......,0
Flu Vaccines can give you the flu what's the point of taking a flu vaccine?,0
"Dr Mike:You need to get the flu shot Me:But,it hurts a lot",-1
Here is the fact check from Dr. Sherri J. She is also ready for a debate,1
Had my flu shot a few weeks ago. Didn’t get sick from it. Take that Karen,-1
I got the flu only twice in life and each time it was in years when I got the flu shot :)))),-1
Stop spreading fake information,-1
This reminds me when more than 50% of my school were out because of the flu.,-1
Does the nasal spray do the same thing?,0
Flu shot is propoganda,-1
"This guy is a doctor 🤔 I bet he is paid well... Listen guys and doc, if you inject something in your body you are bypassing the tonsils responsibility. You will be welcome intruders. Your tonsils is your holistic vaccine. Read, research, and dig in the TRUTH....",-1
U perfact ka,0
What time of year is best to get a flu shot?,0
He forgot to say that that yearly flu shot contains mercury. Other vaccines contain traces of mercury but not the ineffective flu shot.,-1
He forgot to mention that flu shot increases your risk of respiratory infection by 36%.,-1
He forgot to mention that he gets paid more for higher % of patients vaccinated.,-1
Have anyone ever considered the fact that anti vaccination is just Russian propaganda,-1
I hope that every one with positive responses to this have since had an awakening to the fact that it’s never good to have poison injected directly into your blood stream. If you only knew of all the added poisons in it apart from a bit of virus.,-1
"Dr Mike you do get a bit of runny nose after you take them ( it happens every year, it can't be my bad luck ). I don't need to teach you this but that's the immune system learning the viruses and it triggers a bit of runny nose",-1
I am 62 years old. I've taken the flu shot twice once in 2009 and again 2011 haven't had the flu. what's protecting me?,1
"So can you ""catch"" flu from someone since it is an inert solvent produced by the cell to clean out cell toxin? Flu is not a germ! 🤔",-1
"Nice talk, but do you have any reasearch backing up this video? and i mean some independent large-scale research?",0
I got a flu shot last week,-1
I never get the flu since I stopped getting the shot,-1
"Yeah, just what I want. Flu shot contains inhibitors that will HELP you get the Covid 19 virus. FACT so let's tell the truth.",1
"Doctors use to say only the old and the young needed them. What has changed? Whenever people around you start getting flu shots, thats when people start getting the flu. The peak time is around the same time flu shots are at there peak.... Doctors use to admit that the shot could cause you to get the flu, they would claim it was rare. Now they say it is impossible. They use to say you could develop symptoms that could last a week... now they admit it’s the flu but it wasn’t because of the shot.... There is to much to question, and the answers mean someone was lying at some point. I believe in vaccines, and I make sure up to date immunization are current in my house hold. But I believe the flu shot to be greedy business. Greedy, fear mongering business.",-1
"I can't get the flu shot, not bbecause im immunocompromised, but because 1. Im terrified of needles and need to be restrained to have one stuck in me 2. Due to some semi-recent trauma i have an involuntary fight response when people are trying to restrain me and i might accidentally kill one of the doctors What do I do?",0
Could you make a video on your views on the European stance for this: only give them to people at risk?,0
"The comment I hear the most often from anti-flu-shot friends is the fact about ""guessing"" about the flu strain, and if they guess wrong, the shot is useless. I'm guessing this isn't true?",-1
All animals and plants in this planet seem to be fine without vaccines - why do human need one? Strange ... Some fat guys trying to make money with stupid people. Good job!,1
I haven't gotten the flu shot in 12 years and haven't gotten it since lmfao 😂,1
"Doctor Mike, what are your thoughts on someone who has had Guillian’ Barre syndrome and the flu shot? I had GBS when I was 18 and was told to no longer get the flu vaccine for life. I am now 49 and have heard conflict info on that school of thought. I have also had the flu 3 times since then (talk about miserable) and I am a lung cancer survivor. I would really appreciate your thoughts.",-1
Not just talking,0
Show some real data,0
We Dont Have The Flu In Lichtenstein Not Very often Maybe once in 3 Years So Youre Reasoning is Good But I Dont Need it,1
"My doctor recommended I don't get the flu shot because of the medicine I'm on. Should I still get it? My doctor said I shouldn't, but all these ads and media keeps telling me I need it.",1
"no thanks, i am not interested in mercury, dangerous preservatives, etc.",-1
"Hi doctor mike I had a cold, then a respiratory infection, then I got influenza B, all in a month. My fever is 103.4, is this dangerous?",-1
I don't know if the flu shot on Tuesday (and tetanus shot same day at the pharmacy that the doctor prescribed) did this but I've been feeling sick especially body aches and chest congestion... just not feeling well. I see this video is a year late but I looked up this topic because of how I'm feeling right now.,-1
"My grandfather has never had pneumonia in his life. Last year his doctor kept pushing him to take a pneumonia shot. The day after he took the shot, he had pneumonia! If there’s no active virus in the shots, it simply means that not all flu symptoms are even caused by pathogens. Often times it’s the body freaking out because it’s so toxic. And by the way, all vaccines and flu shots are filled with toxins.",-1
I'm so ignorant so someone please correct me on this. they said that Flu Shot can weaken the ability of our immune system to fight back those viruses if we keep having flu shots. is it true? someone please explain.,-1
"I HATE flu shots with a burning furious passion, and it HUUUURTS. WORST PAIN EVER! If I had a choice to be antivaccined, I'd do that faster than a hummingbird's wingspan! I have a SEVERE phobia of needles, and I try to kick, scream, bite, hit, anything to get out of that needle that has a worse pain than dying!",-1
"I think I might have the flu I have a slight fever and a cough and the thing is is that I was planning on getting my flu shot in a few days, plus I've been bleaching everything, washing hands constantly, and trying to avoid people as much as possible this sucks can someone get a flu shot if they already haven the flu?",-1
I have the influenza A...,0
"Why do you think everything is censored now that is against the flu shot lmao. Sorry but the wise ones know that the flu shot weakens your immune system. Pay close attention, especially if you live in a smaller town, just watch after flu shot season comes in to how many people all of a sudden end up with the flu. I havent had a flu shot in over 15 years. Your mind is powerful enough to overcome any kind of sickness, with the right thought patterns. Stay blind my friend, because we see that you are. ✝️👁",-1
Who’s watching this and has the flu? 😷,0
"Screw that flu shot. Every time I get it and let my body fight it on it's own, the more my immune system builds up",-1
"you pointed at the wrong side for ""click on here for how to not get sick"".",-1
First time I get flu shot and here I am very sick with dry cough It been more than a week never sick before like this ....I don’t advise for anybody to take this shot,-1
Every time i het the flu shot i get phnenuia and in thw hospital for 4-9 weeks why is this,-1
But what about the flu shot causing gbs,-1
"Dr. Mike I have a question please answer. I got the flu two nights ago and I haven’t yet to get my flu shot, is it to late to get my flu shot and will my flu leave instantly when I do get it.",-1
I got the flu shot and developed inflamed and bleeding hemorrhoids.,-1
"This is absolute propaganda. The total people who died from the flu in the States last year was NOT 80,000 people. They steal stats from those who die from pneumonia and ASSUME that it started with flu, but it's assumption and not fact. MAYBE around one or two thousand people in the country will die from flu in any given year. The flu shots have risks and many who die from the flu were people who actually got the flu shot. This shot is a big scam with a lot of failure. My dr. doesn't even recommend it because she keeps on getting people showing up in her office with the flu who actually had the shot. Also, it is not uncommon for sepsis to be MIS-DIAGNOSED as the flu and if it's not checked properly, people can be marked down as dying from flu when they actually may have had sepsis... and sometimes they diagnose sepsis too late to save the person because they initially misdiagnosed it as the flu. Also, there are many ""flu-like illnesses"" that the shot does not protect you from. Wash your hands and eat real food. That will make a huge difference. Also, don't take Tamiflu. THAT can cause serious problems- incl. death in some people.",-1
technically you can get it from the vaccine. put the blood of someone with the virus into it.,0
I will not get a flu shot. There is lots of research out proving the vaccine’s ineffectiveness.. No thanks.,-1
What`s the flu shot made of?,0
I will never get the flu shot.,-1
"Dr mike, I find after taking the flu jab, yes my symptoms of a block nose and sneezing significanly reduced. But my pain in the throat and especially coughing symptoms increased.",-1
"Hi, Dr Mike, I love your videos! If you were interested, could you do a video on the spread and censorship of the Spanish Flu and perhaps how it changed the field of medicine? Perhaps why the symptoms were SO wildly diverse? I think that is an extremely interesting time in history, obviously full of political change, but brimming with medical change too! Imagining what it must have been like to live through WW1 and then that epidemic is really humbling. Thank you!",1
So...I am 41. Never had a flu shot. Never had the flu. I was diagnosed April 2018 with a paralyzed phrenic nerve and an elevated right diaphragm. I had pneumonia one time when it first happened. I have not really been sick since. But I do have trouble breathing sometimes. I am terrified that the flu shot because a lot of people in my family said they had a terrible reaction such as getting really sick and having bad swelling in their arms. I also am one of those people who tends to be allergic to a lot of things that I previously was not allergic to. My doctor has been going rounds with me about getting the flu shot this year. I'm terrified of a bad reaction. I really really want the shot but I'm so scared and have that feeling in my gut that I always do every time something like that happens I'm usually right. How bad would a bad reaction be?,-1
Someone shut this dumbass up ..,-1
"Do NOT ever get ANY vaccine, if you value your health.....! The so-called ""vitamin K"" shot given to newborn babies is not just vitamin K, which can be given orally. If the mother eats vitamin K rich foods like kale, the baby gets it in the womb, and also when nursing. Modern 'medicine' has been weaponized. You have been warned (whale.to).....!~",-1
"I got my first flu shot this year and got a bunch of not fun symptoms. A low grade fever of 100.3, body aches, and a horrible headache. Will my body get better used to the flu vaccine or am I always going to have these symptoms? Other people I know don't react this way. Also, I read that most over the counter pain meds can lessen the effectiveness of a vaccine shortly after receiving it. The study was in mice, so I don't know if this is true for humans. Have you heard about that?",1
I'm getting it tomorrow. I'm so scared 😭,-1
"People can get a reaction to the flu shot as it stimulates the immune system into a response which can cause fatigue ,aches but not the flu",-1
I’m surprised you didn’t say that the flu shot won’t prevent a cold.,-1
yeah nope the first and only time I got a flu shot I ended up getting the flu. So no I'm not going to pay someone 5 bucks to make me sick.,-1
What about that claim from the female doctor who went to congress/court and was stating her grandson got autism from a vaccine. She also was working as a nurse and came in contact with all these patients with the flu and didnt get it hersef.,-1
Can I take it 1 week late?,0
I never got the flu shot because my mom doesn’t let me because she says it is dangerous. Now I’m scared...,-1
Id rather not vomit though.,0
Roses are red Violets are blue Take the fricking flu shot Or you will turn to rice,-1
"I always get the flu shot every year, usually the day it’s out in my area. I’m a few days late this year but I just got it today",1
"This is what I don't understand... If more than 70% or more Americans take the flu shot, how is it that 80,000 Americans died last year from the flu? And...how many of the 80,000 Americans that died, took the flu shot? You notice how they don't mention that, ever.",-1
"It's offshedding season, time to stay away from the recently vaccinated for at least 2 weeks.",-1
Doctor Mike binge 2019 💛,0
I don’t think I ever had the flu because I got the flu shot every year,1
I got sick with in hours after the last time I got the flu shot don't believe it,-1
"Off topic... my son wants to be a doctor... I see long hours. Little family time, high stress. I’m trying to talk him into going into nursing school instead. What would you advise your child?",0
"Flu season is here, ready for flu shot ?!?!",-1
And get mercury in my body every year to slowly kill me? No thanks.,-1
"Buenas tardes Mike sabes, conozco varias personas que no se ponen la vacuna que por qué se enferman más 🤪 ideas locas que tengas una buena tarde Amore 👋🙂💖👣",-1
"I get a flu shot every single year, they are free in the UK :) but why every year does my arm form this weird egg shaped lump when I was injected for days and my arms hurts so bad after it?",1
I just wanna say I’m almost 21 years old and I have never got the flu shot and have never got the flu.,1
"When I was a kid, none of us were getting the flu vaccine, and nobody had a doctor telling them they might die from the flu. We stayed home, drank soda and watched Gilliam’s Island reruns. We definitely didn’t have 80,000 people dying in a year. Now, nearly everyone is getting the flu shot and 80,000 died from the flu? Vaccines must be the only product where the less effective it is, the more doctors push it. It clearly doesn’t work. Solution? More people need to get it. Vaccine logic Brought you by Merck and GSK, and Parroted by doctors who couldn’t even tell you what is in the vaccines.",-1
The Cochrane Collaboration “…industry funded studies were published in more prestigious journals and cited more than other studies…” “…reliable evidence on influenza vaccines is thin…” “…there is evidence of widespread manipulation of conclusions…”,-1
My cousin got the flu shot and a day later she had the flu boy,-1
Nah mate im good.,1
Pure Bullshit ......... Don't take the flu shot,-1
Explain how I'm sick multiple times a year and I've taken the flu shot . Trust me don't take that flu shot,-1
Can you get the Gillian Barret Syndrome after taking the Flu Shot ? A patient got it and the first question asked in the hospital by the doctors was if he/she had the Flu Shot. ?,-1
"I am totally pro-vaccines, but... I know I'm the odd man out because I have NEVER in my entire life gotten a flu shot because my mom thinks it makes you more likely to get the vaccine lol. However... I must be just lucky because I have yet to ever have the flu! ????",1
Can I take a shower after getting a flu shot???? Im worried,0
"So, I’m guessing Dr. Mike thinks the Cochrane Database of Systematic Reviews is anti-vaccine? Or, maybe he just never bothered to look into it. The flu shot is a scam. The evidence is overwhelming.",-1
I would love to see even just half the science to back up your claims. It’s a little embarrassing when the “anti-vaxxer” doctor references all the science and the doctor who should have science on their side references exactly zero. 🤦🏻‍♀️,-1
Vaccines cause weakend immuunsystems. Our body is not stupid but is getting poisoned by vaccines and bad foodchoises.,-1
I haven’t got a flu shot all my life and I’m okay 👌🏼,-1
"is it good to combine ""Training"" your imune system with vaccines?",0
"My mom got sick with the flu every year very very severely. Like I have not seen anyone before get anyone near as sick as she did. So she religiously went to get the flu shot every year. And then one year she forgot the shot. And she was so worried about it. And that year she got sick, but way milder than the the years before. And she got over it way faster. Surprising, huh? So the next year she didn’t get the shot on purpose. Same thing. Now she hasn’t had the flu shot for years, does not get nearly as sick when the season comes around, and often doesn’t get sick at all. And I’ve heard so many of these stories, just like these. So... what the doctors say and what actually happens is contradictory. I’ll go by what actually happens.",-1
"I always thought ""american"" flu is very interesting because in my country, when people have the flu, we don't get nausea and vomiting... I've never known anyone who had those symptoms related to flu. But everytime someone in an american tv show or movie has the flu, they're just hugging the toilet vomiting their organs out... What's up with that??",-1
"the flu shot doesn’t prevent you to get the flu, it prevents you from getting the nasty potentially deadly strands. that’s why it’s not a 100%",-1
I'm nineteen and I have the biggest fear of needles ever so it's so hard for to say yes to get the flu shot,-1
I LOVE KNOWLEDGE,1
"If it was free i would do it, but nope.",1
"I’m about to get mine, I’ve put it off for years but no more!",-1
I still didnt get my flu shot this year. :-( the company where i work didnt offer it this year as usually and the public campaign just made it available for common public last Monday... I got there on Thursday and it was too late. :-( they were over. Maybe next week.,-1
my stepdad got a flu shot once and he got a side effect which cause him to have a very rare disease called Guillain-Barre syndrome. the disease made his paralyze for weeks...thats why he doesnt want me and my siblings getting flu shots,-1
"Please do a video talking about vaccines in general. I have a friend who is SUPER anti-vaccines and she says she's ""researched"" how bad they really are for you... I would love to hear how you feel about this.",-1
Can you do a video about instruments and if they are healthy and stuff like that like trumpet pieces and if it will damage you lips and if other mouth pieces and reeds are dangerous. Also how easy is it to transmit a disease through sharing instruments. Also does playing in a band damage your ears and stuff like that. Please!! I love this channel so much💜,-1
this guy is a lying piece of shit.,-1
"So here's something I heard from a teacher once. I have absolutely no idea if any aspect is true or not. He said that if the flu strain in the flu shot is guessed incorrectly, and doesn't match the actual flu strain later in the year, that the actual strain will reactivate the strain in the flu shot and the resulting sickness will be worse than if you just didn't get the flu shot. Is that true by any means?",-1
"When I got a flu shot, I was miserable and I felt like I was gonna die that night.",0
I don't get flu shots. I don't get the flu. When will someone tell the truth? The proof is in the pudding.,-1
I'm in 8th grade and I knew all this before ???why and how??,0
me every year- i should get the flu shot. also me- Takes 3 grown men to keep 13 year old me down long enough for the swine flu needle.. result- doesn't leave my house until forced to,-1
"honestly i have to tell you, i am an anti-vac. my mother had the flu shot, then she had the worst flu in her life, she almost died. but i get it, you are a doctor, it’s your job. i will never get vaccinated and i will not vaccinate my children. in Texas it is not the law to get vaccinated, and the vaccine only works if you are around someone who is vaccinated. so i see it useless. this is my opinion and yes the flu shot is different, but it is still something that i will not take. the main reason i hate vaccines so much is because they take the babies that have been aborted, and they take the dead cells and put it in the vaccine. this means that when you take the vaccine, you are practically doing the same thing as putting a human in your body. and it’s different than getting pregnant, because the baby is dead! how do you feel putting a baby inside of you! not good right!? so thats my opinion.",-1
Wrote a PSA for my English Comp 2 course encouraging my fellow classmates and instructor to get the flu shot. One of the requirements of the assignment was that we had to include a video supporting our PSA and this is the one I will show. Short and includes all of the pertinent information. Thanks Dr. Mike! Agreed with every point you made.,-1
"34 here, never had the flu shot, never got the flu either. I guess being a vegan makes me super healthy.",1
"Thank you man, good thing to know about the flu. I am still a skeptic though, suprisingly I have gone through a mild case of the flu (I think) I had the fever and everything. Fortunately for me my immune system fought through it. I have to say, I would have to be in my death bed before I would call in sick for anything, but this news about spreading the virus makes me reconsider just going out and acciendtly sneezing on people. Honestly speaking though, my immune system is just as stubborn as I am. I will literally fight small viruses like the flu near death before deciding to get a shot, and because I do this all the time you can say that my immune system has become incredibly strong. I trust most shots, but after hearing from family members, that they got extreme coughing after taking the flu shot, I just dont trust the flu shot. Also before you say anything, I am not an idiot, I do take mucinex and other small stuff. Honestly I get my shots after I get the severe sickness. That's pretty ironic when you think about it. Lol",-1
Why are you so handsome Dr mike,0
Dr Mike: u might miss school because of the flu Me: How do I extract the vaccine out of my body?!?!,-1
"Hahaha. not only do you get flu symptoms you can also die. My husband got the flu vaccine, started with the flu symptoms. We went to urgent care, followed by two ER visits and in four days later died from brain swelling. I found other cases of exactly the same following flu shot. If not for his job, he would’ve never taken this vaccine. Don’t believe the lies about taking a shot that doesn’t work and can cause more harm than any good! Had I known what I do now I would’ve begged him not to take that shot.!!!",-1
did you know flu vaccines are garbage that increase likliness of you getting the flu and you play russian roulette on whether or not they damage you in other ways. Vaccines are the most bunk junk science in medicine. The only people gaining immunity from vaccines are the Pharmaceutical industrial complex from legal liability. remember that next time you send your grandmother to get a potentially deadly flu shot,-1
"I had the flu shot one year and was fine the next year and it made my heart hurt it was racing and each beat was so painful, I had a doom feeling it was an out of body experience on the drive home. My heart hurt for days after that. Anyone else?",0
"No more flu jabs for me, 3 years on the trot I’ve had chest infection which lingers on and on from now on I’m going to take the flu and recover quicker, sick an tired of the gas lighting b———s",-1
I got to shots and ended up sick,-1
the side effects are . spreading the virus to you and anyone near you . also making you spend at least £25 on useless flu remedies from offshoots of big pharma . stop the bullshit,-1
I had the flu shot today and I don't think she put it in my muscle. I think she put it into my joint and it is really sore tonight. You have to watch those m************ when they put the needle in. Make sure it goes in your muscle. Not in your joint. Watch them every minute. Make sure they wipe off the skin with alcohol first and all that and when they ask you left arm or right arm and you say left and they put it in the right arm you know that m*********** is on drugs or something she doesn't know what she's doing. You don't want her to ruin your joint for the rest of your life. You watch them like a hawk!,-1
I feel sick and sore the entire day after I get a flu shot,-1
"Has appointment yesterday for flu jab in pharmacy in last moment did change minde. I knew if i have flu jab i be more sick. I remember in pandemic nhs workers must do covid jab if no loose job. Did my first vacine i was sick for 3 month month my feeling still tired since ,make 10 years older. So no, no flu jab in my body dead virus",-1
I had side effects. Are they produced like the Covid vaccines? mRNA ?,-1
I got the flu shot this year and it worked really well. I might get it again this year.,-1
My side effects are no joke and so far have lasted 10 days. My advice is don’t have it unless you have problems that would make flu serious. This was my first flu jab for ten years and will be my last.,-1
Had first flue jab for ten years and immediately had worse Cold/ flue I have ever had. Everybody I know who has had this years flue jab has told me the same.,-1
"I have had Full blown flu 5 times, each time the symptoms became less and less of a problem......so against my better judgement I was persuaded to have the jab....5 weeks I was ill. Never again will I have one....your immune system is your best defence.",-1
"nobody knows because they change it every year. so it's a crapshoot year by year. and it depends on your genetics. start with collagen induced arthritis. and then use your brain. wait, you don't have one. well, best luck then! maybe you can learn to think!",1
"My hospital forces us to do this. It makes me sick every year, and my auto-Immune disorder gets worse. Currently I have nausea, headache and body aches with joint pain 4 days out now.",-1
I had my flu vaccine shot 3 days ago and woke up feeling the way described. Does that mean that I would have gotten the flu?,0
My friend's baby died 14 hours after he got his flu shot. Pretty terrible side effect.,-1
